state,name_y,category,latitude,longitude,class
Florida,Rey Tacos,'Restaurant',26.5835502,-80.05299029999999,0
Texas,The Village at Old Katy,'Restaurant',29.7934328,-95.8230764,0
Tennessee,Tacos y Mariscos El Unico,'Restaurant',36.3989819,-86.4457628,0
California,Sandwich City & Burgers,'Restaurant',33.9478881,-118.0723055,0
Alabama,Eve's Garden,'Restaurant',31.2280854,-85.42307249999999,0
Oklahoma,Richey's Grill OU Medical Research Parkway,'Restaurant',35.474416,-97.5039881,1
North Carolina,Pizza Inn,'Restaurant',35.5089543,-81.4556644,0
California,Sao Mai Restaurant,'Restaurant',33.7597303,-117.9953249,0
Georgia,Papa's Bakery,'Restaurant',34.4696983,-84.4286896,0
Tennessee,Kountry Kitchen,'Restaurant',35.8257592,-88.90711619999999,0
Florida,Adriatic Cafe,'Restaurant',27.9418917,-82.7445908,0
Tennessee,Cheddar's Scratch Kitchen,'Restaurant',35.0488776,-89.801041,0
Louisiana,Little Pizzoli's,'Restaurant',32.5289218,-92.6394626,0
Florida,Coppolas Bar & Grill,'Restaurant',27.9351726,-80.4901227,0
Florida,Sunshine Garden Cafe,'Restaurant',30.4284468,-87.2316781,0
Georgia,Cup O Rice N Wings,'Restaurant',31.60003,-84.1762777,0
Louisiana,Wing Taxi Wings,'Restaurant',32.5831263,-93.8059505,0
Florida,Arden's Kountry Kitchen,'Restaurant',30.2889422,-81.7225181,0
Georgia,Chili Thai,'Restaurant',32.528234399999995,-84.9584872,0
South Carolina,Cafe Charley,'Restaurant',34.2733597,-80.6101237,0
South Carolina,Goodies Fish Wings & Subs,'Restaurant',33.5242303,-80.8547481,0
California,BF Miyabi,'Sushi restaurant',38.7435506,-121.2545066,0
Florida,Wasabi Juan's,'Sushi restaurant',25.7797761,-80.1427848,0
Oklahoma,I Sushi,'Sushi restaurant',35.2120401,-97.443877,0
Texas,Sushi Go Richardson,'Sushi restaurant',33.002510099999995,-96.6443582,0
Texas,Pokeworks,'Sushi restaurant',32.9428134,-96.743513,0
Florida,Wasabi Juan's,'Sushi restaurant',26.0632411,-80.2774298,0
Tennessee,Sushi O Sushi,'Sushi restaurant',36.0265371,-86.7134559,0
Florida,Raw Poke Bar,'Sushi restaurant',26.1190689,-80.1296249,0
California,Sushi Park,'Sushi restaurant',34.0938415,-118.3778077,0
Florida,Kirin Sushi,'Sushi restaurant',26.2400355,-80.26532329999999,0
California,Sushi2u,'Sushi restaurant',34.1429445,-118.2350736,0
Louisiana,Osaka Sushi & Hibachi,'Sushi restaurant',30.2013889,-93.1788889,0
Georgia,Yummy Express,'Sushi restaurant',32.4665599,-83.7409373,0
Florida,The Lure,'Sushi restaurant',27.7713317,-82.6428909,0
Texas,Sushi Luck Japanese Cuisine,'Sushi restaurant',28.0600921,-97.0352052,0
California,SUSHI YAN,'Sushi restaurant',34.0899,-117.688537,0
Florida,Fusion Sushi,'Sushi restaurant',27.4648365,-82.5658108,0
New Mexico,Sushi Land East,'Sushi restaurant',35.6865171,-105.9393321,0
Arizona,BIG EYE SUSHI BAR,'Sushi restaurant',33.6130179,-111.8650391,0
California,Slow fish,'Sushi restaurant',33.7287812,-118.042525,0
California,Hiko Sushi,'Sushi restaurant',34.0265197,-118.4312155,0
California,Mikuni Central Kitchen,'Sushi restaurant',38.6445555,-121.2263105,0
Oklahoma,Shingoro Sushi & Teppanyaki,'Sushi restaurant',35.3757087,-97.5482693,0
South Carolina,Art Burger Sushi Bar,'Sushi restaurant',33.690388,-78.881034,0
Mississippi,Rock N Roll Sushi,'Sushi restaurant',31.3245155,-89.33545989999999,0
California,The Land & Water Company,'Sushi restaurant',33.1587529,-117.3508571,0
California,A's Sushi,'Sushi restaurant',37.5231777,-122.0079811,0
Georgia,Sweet Tuna,'Sushi restaurant',33.97912,-84.21840999999999,0
Arizona,Poke' Catcher,'Sushi restaurant',33.4799848,-112.0765481,0
South Carolina,Art Burger Sushi Bar,'Sushi restaurant',33.690388,-78.881034,1
California,Tobiko Sushi,'Sushi restaurant',34.1219713,-117.537435,0
Alabama,Chef Sake's | Restaurant and Sushi Bar,'Sushi restaurant',30.689147,-88.177661,0
California,Sachi Sushi,'Sushi restaurant',37.7641553,-121.9515658,0
California,ROLL SPOT sushi & desserts,'Sushi restaurant',34.0501174,-118.2418082,0
Arizona,Sushiman japanese Restaurant,'Sushi restaurant',34.563588,-112.4894115,0
Louisiana,Ginza JC Kamado's Sushi,'Sushi restaurant',30.4149598,-91.0510978,0
California,The Backhouse Restaurant,'Sushi restaurant',34.1805847,-118.3079431,0
New Mexico,I love Sushi Teppan Grill,'Sushi restaurant',35.145869,-106.5869097,0
North Carolina,Poke Bar,'Sushi restaurant',35.2093548,-80.8356654,0
Oklahoma,Hibachi Express & Sushi,'Sushi restaurant',35.4074287,-97.4242401,0
California,Sushi Arigato Japanese Restaurant,'Sushi restaurant',33.8012634,-116.3910085,0
California,Pier 69,'Sushi restaurant',34.062043,-118.297467,0
Arizona,Nori Sushi & Asian Dining - High Street,'Sushi restaurant',33.6765387,-111.9666914,0
California,DOMO Sushi,'Sushi restaurant',33.7196066,-116.3796448,0
California,Sushi Fire,'Sushi restaurant',34.0875851,-117.9441446,0
Texas,Yumai Sushi and Noodle Bar,'Sushi restaurant',30.0541942,-95.577142,0
Florida,Sakura Sushi Bar,'Sushi restaurant',25.7601184,-80.2880543,0
Louisiana,Sushi Yamanuha,'Sushi restaurant',30.4317086,-91.0837918,0
Georgia,Natsu Izakaya,'Sushi restaurant',33.9696387,-84.14765489999999,0
Tennessee,I Heart Sushi,'Sushi restaurant',36.0034445,-84.25276099999999,0
California,Rakki Sushi,'Sushi restaurant',33.8778574,-117.5918651,0
Arizona,Temaki Sushi,'Sushi restaurant',33.5256595,-112.1304867,0
Louisiana,Lillie's Asian Cuisine,'Sushi restaurant',30.2033304,-93.2665065,0
Louisiana,Nagomi,'Sushi restaurant',29.9647983,-90.0426897,0
California,Shima,'Sushi restaurant',33.9901437,-118.4649106,0
California,Love Sushi,'Sushi restaurant',35.3931753,-118.9681018,0
California,Sushi Boy,'Sushi restaurant',33.6685703,-117.7646963,0
North Carolina,Bonsai Fusion Sushi,'Sushi restaurant',35.2277536,-80.83804049999999,0
California,Sushi California,'Sushi restaurant',34.406029,-118.4660638,0
California,MJ Sushi,'Sushi restaurant',37.5179411,-121.9893514,0
Arizona,Ah-So,'Sushi restaurant',32.7040733,-114.6027583,0
Arizona,MV Snacks and Sushi,'Sushi restaurant',33.4156806,-111.7990805,0
South Carolina,Samurai Sushi Grill,'Sushi restaurant',33.9497812,-80.3727056,0
Arizona,Seksun Sushi,'Sushi restaurant',33.3200874,-111.8627319,0
Georgia,Kinja Sushi Express,'Sushi restaurant',33.516284,-82.054254,0
Oklahoma,Hibachi Express & Sushi,'Sushi restaurant',35.4074287,-97.4242401,1
Arizona,Koibito Poke - Arcadia,'Sushi restaurant',33.495567,-111.9894325,0
California,Akaya Sushi & Robata,'Sushi restaurant',34.0272228,-117.8366813,0
Georgia,Poke Bar Atlantic Station,'Sushi restaurant',33.7928406,-84.39705529999999,0
New Mexico,Xuan Asian,'Sushi restaurant',35.103206799999995,-106.7294072,0
Florida,Sushi X,'Sushi restaurant',30.2196382,-81.5509357,0
Florida,Iron Sushi,'Sushi restaurant',25.7791035,-80.1333976,0
Georgia,The One Sushi+,'Sushi restaurant',33.8611683,-84.33195359999999,0
California,Azukar Sushi,'Sushi restaurant',38.6119153,-121.4956701,0
California,Aji Sushi & Grill,'Sushi restaurant',38.4637511,-122.7180712,0
Georgia,Stix & Sushi Asian Restaurant,'Sushi restaurant',33.4392267,-84.5884674,0
California,Senro Sushi,'Sushi restaurant',37.2482747,-121.8028169,0
California,Sweet Fish Sushi Bar & Restaurant,'Sushi restaurant',33.9729162,-118.4228091,0
California,Sushi Tomi,'Sushi restaurant',37.3917061,-122.0780297,0
New Mexico,Miso Sushi,'Sushi restaurant',35.1095289,-106.5548937,0
Georgia,LA SUSHI,'Sushi restaurant',34.0711247,-84.1650696,0
South Carolina,Twin Dragon Restaurant,'Sushi restaurant',33.9623403,-80.4649297,0
Arizona,Fuku Sushi & Teppan,'Sushi restaurant',33.426118599999995,-111.9040883,0
Tennessee,Shogun Restaurant,'Sushi restaurant',35.2309639,-89.51465019999999,0
South Carolina,SOHO Steak & Seafood Sushi Bar North,'Sushi restaurant',33.7809584,-78.79037559999999,0
Georgia,Yakimono Japanese Restaurant,'Sushi restaurant',34.603957,-83.52036799999999,0
Florida,Lee's Sushi,'Sushi restaurant',25.7734487,-80.19204309999999,0
California,ATWATER SUSHI,'Sushi restaurant',37.3606401,-120.6111053,0
New Mexico,Sushi Roller,'Sushi restaurant',35.1929,-106.6564584,0
Tennessee,Asian City Buffet,'Sushi restaurant',36.5525265,-87.39804529999999,0
California,Sushi Villa,'Sushi restaurant',37.8058088,-122.2678607,0
Louisiana,Taste & See Sushi Hibachi,'Sushi restaurant',30.4184538,-91.1775984,0
California,SUSHIYA (Pasadena),'Sushi restaurant',34.1502408,-118.0983083,0
Arizona,Yogis Grill,'Sushi restaurant',33.4479158,-112.0727826,0
California,Bento Moderno,'Sushi restaurant',34.0209169,-118.4528677,0
New Mexico,Black Tie Sushi,'Sushi restaurant',32.3002959,-106.77189,1
Arizona,Yogis Grill,'Sushi restaurant',33.4479158,-112.0727826,1
Tennessee,Kichi Asian Cuisine & Sushi,'Sushi restaurant',35.9252967,-84.0382817,0
California,Umami ya Sushi,'Sushi restaurant',34.6484285,-120.4589525,0
Alabama,Rock N Roll Sushi,'Sushi restaurant',30.6774954,-88.1489727,0
Florida,Sushi Maki (MIA),'Sushi restaurant',25.797235,-80.279755,0
Tennessee,Sushi Train,'Sushi restaurant',36.1302114,-86.85320519999999,0
California,Mister Sushi,'Sushi restaurant',32.7993649,-117.241867,1
Alabama,Sushi Village 280,'Sushi restaurant',33.407567799999995,-86.6657946,0
South Carolina,King Kong Sushi,'Sushi restaurant',33.7172475,-78.8823609,0
California,Mon Japanese Restaurant,'Sushi restaurant',34.1729583,-118.557725,0
Georgia,Miyako Japanese Sushi & Steakhouse,'Sushi restaurant',33.4233482,-84.1879572,1
Florida,Fancy Sushi,'Sushi restaurant',30.2057803,-81.7612268,0
California,Fuji | Sushi Buffet,'Sushi restaurant',38.4098206,-121.3903427,0
California,Blue Nami | Sushi & Sake House,'Sushi restaurant',38.6794025,-121.2300225,0
California,JooN's Sushi,'Sushi restaurant',33.5531996,-117.1380704,0
California,Sushi Arashi,'Sushi restaurant',37.3069572,-121.900347,0
California,Poke Poke Fish Bar,'Sushi restaurant',37.3521081,-121.9674183,0
North Carolina,Bento Jubako & Sushi,'Sushi restaurant',35.0453189,-78.92234049999999,0
California,Poki Roll,'Sushi restaurant',33.8324213,-118.0332785,0
South Carolina,Kings Sushi,'Sushi restaurant',32.7995904,-80.0160798,0
Georgia,Miyako Japanese Sushi & Steakhouse,'Sushi restaurant',33.4233482,-84.1879572,0
Florida,Okinawa Sushi Express,'Sushi restaurant',25.7729527,-80.19000059999999,0
Florida,Okinawa Sushi Express,'Sushi restaurant',25.7729527,-80.19000059999999,1
Tennessee,Umami Asian Fusion,'Sushi restaurant',36.0239809,-86.7116307,1
California,Sushi Confidential,'Sushi restaurant',37.28722,-121.9454001,0
Tennessee,Umami Asian Fusion,'Sushi restaurant',36.0239809,-86.7116307,0
California,Señor Sushi & Mariscos,'Sushi restaurant',34.0554753,-117.7506852,1
Florida,Ke-uH Restaurant,'Sushi restaurant',26.0919093,-80.3706251,0
Texas,Island Fin Poke’ Spring TX,'Sushi restaurant',30.118947,-95.5074495,1
Arizona,Yume Sushi Grill,'Sushi restaurant',33.6363427,-111.922908,0
Louisiana,Rock N Roll Sushi Perkins Road,'Sushi restaurant',30.421028,-91.151984,0
California,Señor Sushi & Mariscos,'Sushi restaurant',34.0554753,-117.7506852,0
California,Sushi Confidential,'Sushi restaurant',37.28722,-121.9454001,1
Texas,MAAK - Sulphur Springs,'Sushi restaurant',33.1374387,-95.6019198,0
Arizona,Yume Sushi Grill,'Sushi restaurant',33.6363427,-111.922908,1
South Carolina,Pier 22 Sushi,'Sushi restaurant',32.762455,-79.8366834,0
Texas,Kumori Sushi & Teppanyaki - Nolana,'Sushi restaurant',26.2398501,-98.2184378,0
Florida,Sushi Maki (Dadeland),'Sushi restaurant',25.693962,-80.3007224,1
Florida,Pete's Sushi & Poke,'Sushi restaurant',27.8011852,-82.8004492,0
Texas,Kumori Sushi & Teppanyaki - Nolana,'Sushi restaurant',26.2398501,-98.2184378,1
California,Golden Sushi Li,'Sushi restaurant',37.7810799,-121.9793918,1
California,Golden Sushi Li,'Sushi restaurant',37.7810799,-121.9793918,0
California,Sweetfin,'Sushi restaurant',33.9913161,-118.4692023,0
California,Sweetfin,'Sushi restaurant',34.0598746,-118.4446101,0
Texas,Asoko sushi,'Sushi restaurant',29.5527563,-98.5728313,0
Florida,Kazoku Restaurant,'Sushi restaurant',30.5326549,-87.26847049999999,0
Florida,Tank's Sushi Bistro (Nocatee),'Sushi restaurant',30.1085686,-81.41549739999999,1
Florida,Sushi Song,'Sushi restaurant',26.3158522,-80.0779809,0
Florida,Pokeworks,'Sushi restaurant',28.5427513,-81.3792343,0
California,LA LA Sushi,'Sushi restaurant',34.1430684,-118.4035951,0
North Carolina,Koi Grill & Sushi,'Sushi restaurant',35.8552883,-78.6398913,0
Louisiana,Rock-n-Sake Bar & Sushi,'Sushi restaurant',30.1738168,-92.0425894,0
Florida,Tank's Sushi Bistro (Nocatee),'Sushi restaurant',30.1085686,-81.41549739999999,0
California,Kamura Sushi,'Sushi restaurant',38.4252559,-122.7598381,0
California,Lazy Tuna Sushi,'Sushi restaurant',32.9906901,-117.2717121,0
Tennessee,Sushi California,'Sushi restaurant',36.6397772,-87.4343619,0
Florida,Jin Sushi,'Sushi restaurant',26.1524219,-80.2586309,0
California,SushiStop Glendale,'Sushi restaurant',34.1483599,-118.2547721,0
Florida,Jōdo sushi,'Sushi restaurant',28.5643978,-81.59076689999999,0
Oklahoma,Sushi Express,'Sushi restaurant',36.0455714,-95.9392045,0
Florida,Sus Hi Eatstation - UF,'Sushi restaurant',29.652345,-82.3408232,0
California,Grand Buffet,'Buffet restaurant',37.9921278,-121.3123694,0
Arizona,Peony Garden Buffet,'Buffet restaurant',33.303884499999995,-111.9787978,0
Oklahoma,Chefs Buffet,'Buffet restaurant',36.2622483,-95.3325678,0
South Carolina,Over Yonder Buffet,'Buffet restaurant',33.864182,-79.0951894,0
Oklahoma,New China,'Buffet restaurant',35.029933,-97.9392,0
California,World Buffet,'Buffet restaurant',34.019927,-117.6096329,0
Arizona,The Pizza Buffet,'Buffet restaurant',33.6421238,-112.0128702,0
North Carolina,Ichiban,'Buffet restaurant',34.9919444,-78.34166669999999,0
Oklahoma,China King Buffet,'Buffet restaurant',35.8415381,-98.4152689,0
Tennessee,The Wagon Wheel,'Buffet restaurant',35.5668756,-88.8156075,0
South Carolina,China Chinese Buffet,'Buffet restaurant',34.8230004,-82.55793059999999,0
Arizona,Grand Falls Buffet,'Buffet restaurant',35.1667017,-111.2585955,0
Georgia,Golden Corral Buffet & Grill,'Buffet restaurant',34.051349,-84.280997,0
Georgia,Buffet,'Buffet restaurant',34.2552612,-84.4633748,0
Georgia,Manchuria Garden,'Buffet restaurant',33.9091667,-84.2086111,0
California,Happy Buffet,'Buffet restaurant',33.917613,-117.2501798,0
Oklahoma,Pappy's Catfish Buffet,'Buffet restaurant',34.5079538,-97.1699618,0
Louisiana,The Buffet,'Buffet restaurant',30.2048733,-93.263549,0
California,Joy Buffet,'Buffet restaurant',36.6639252,-121.6577323,0
Arizona,Ko: Sin Ki: Buffet,'Buffet restaurant',32.1180338,-110.9639739,0
South Carolina,Jasmine Buffet,'Buffet restaurant',34.072237,-80.949936,0
Florida,Ole Times Country Buffet,'Buffet restaurant',30.1807114,-82.67209629999999,0
Texas,Lin's International Buffet,'Buffet restaurant',29.5146758,-98.6962929,0
Georgia,Chow Town Grill & Buffet,'Buffet restaurant',30.8474963,-83.31897939999999,0
Florida,Grand Sushi Hibachi Buffet,'Buffet restaurant',28.3086286,-82.70120899999999,0
Texas,De Cache Restaurant,'Buffet restaurant',26.308019,-98.156999,0
California,Golden Corral Buffet & Grill,'Buffet restaurant',33.8386848,-117.8870261,0
Arizona,Hokkaido Asian Cuisine,'Buffet restaurant',34.4823595,-114.350578,0
Louisiana,International Buffet at Sam's Town,'Buffet restaurant',32.5184581,-93.7459469,0
North Carolina,Grahams Buffet @ The Clinton Inn,'Buffet restaurant',34.7537512,-79.4829,0
South Carolina,Barn Express,'Buffet restaurant',34.384077999999995,-81.08828799999999,0
Mississippi,Williams Good Ole Days Buffet in Prentiss,'Buffet restaurant',31.588464,-89.8781503,0
North Carolina,Long Branch Cafe,'Buffet restaurant',34.540658,-78.9568639,0
Florida,Level TwentyNine,'Restaurant',26.0026621,-80.3369707,1
Georgia,Bojangles,'Restaurant',33.711981699999995,-84.93609909999999,1
California,SUBWAY®Restaurants,'Restaurant',34.190465,-118.604941,0
Florida,The WingHouse of International Drive,'Restaurant',28.4553478,-81.4714001,0
New Mexico,BellaLuca cafe Italiano,'Restaurant',33.1292499,-107.2533622,0
California,Fuzion On,'Restaurant',35.365417,-119.041787,0
Oklahoma,Los Perez,'Restaurant',35.5811127,-97.6367658,0
Texas,La Tqlera,'Restaurant',31.7450228,-106.2848419,0
Texas,Bayfront Classic American Diner,'Restaurant',27.7975554,-97.3924767,0
California,Marston's Bar & Grill,'Restaurant',35.2784572,-120.6648588,0
Alabama,Eric's Place,'Restaurant',30.8815919,-87.77307309999999,0
Arizona,Penasco's Mexican Restaurant,'Restaurant',33.061386,-112.0485453,0
North Carolina,Tracy's,'Restaurant',34.9874431,-80.3676436,0
California,Young Dong Garden,'Restaurant',34.1402778,-118.0325,0
California,Bo's California Cuisine,'Restaurant',37.891076,-122.2878594,0
North Carolina,Charlie Graingers,'Restaurant',35.3850842,-80.6891575,0
Louisiana,Everything Philly,'Restaurant',30.4182956,-91.1778397,0
Texas,Uptown Urban Market,'Restaurant',32.7998289,-96.8050328,0
Arizona,Old Pueblo Grille,'Restaurant',32.2230372,-110.9087162,0
Arizona,Sam-Witches and Such,'Restaurant',32.2450036,-110.853916,0
Louisiana,Copeland's of New Orleans,'Restaurant',30.1667504,-92.0615349,0
Georgia,Trang Tien Restaurant,'Restaurant',33.5834622,-84.33649779999999,0
California,Angel City Bakery Company And Restaurant,'Restaurant',34.0838802,-118.3006104,0
Texas,Frenchy's Chicken,'Restaurant',30.0710229,-95.4738511,0
Florida,Cody's Original Roadhouse,'Restaurant',30.476399,-84.236661,0
California,Chuanmener City of Industry,'Restaurant',33.9954144,-117.9111234,0
New Mexico,Subway,'Restaurant',32.279234599999995,-106.7517132,0
Texas,"Fishville Trading Post, LLC",'Restaurant',28.692493,-96.381301,0
Florida,Casa Prado Restaurant Miami,'Restaurant',25.7643511,-80.2587688,1
Alabama,BK Clouds LLC,'Restaurant',33.611721,-86.9628753,0
Florida,Delicious Latino Restaurant,'Restaurant',26.0141389,-80.2080926,0
Texas,Tacos Los Compadres,'Restaurant',28.7079699,-100.4975517,0
Texas,Jim's,'Restaurant',32.7682912,-96.769169,0
Georgia,The Perch,'Restaurant',32.0641363,-81.0973661,0
Louisiana,Wolfe's In the Warehouse,'Restaurant',29.9433881,-90.0650221,0
Louisiana,Tim’s Kitchen,'Restaurant',30.1379255,-91.9576541,1
Louisiana,Parish Diner,'Restaurant',29.9404854,-89.9641019,1
North Carolina,Topgolf,'Restaurant',35.2878742,-80.7696088,1
Texas,Yummy International Market,'Restaurant',29.5003109,-94.9934006,0
Texas,Krazy Crawfish,'Restaurant',29.7919366,-95.3164179,0
Florida,Drawbridge Cafe,'Restaurant',26.7038805,-80.7088371,0
Florida,Panini Grill,'Restaurant',27.9933619,-81.691785,0
Texas,La Monarca Moreliana Restaurant,'Restaurant',30.0710447,-94.1079182,0
Alabama,Burke Dining Hall,'Buffet restaurant',33.2066579,-87.54342079999999,0
Texas,Great Wall Super Buffet,'Buffet restaurant',33.589677,-102.367989,0
Louisiana,KAJUN TRUCK PLAZA & BUFFET,'Buffet restaurant',29.1241028,-90.1946417,0
South Carolina,Four Seasons Restaurant,'Buffet restaurant',33.7952123,-78.7447485,0
Georgia,Cougar Café,'Buffet restaurant',32.5024483,-84.9401223,0
Mississippi,Williams Cafe,'Buffet restaurant',31.9612286,-89.8702151,0
Florida,Laguna Grill,'Buffet restaurant',28.4056366,-81.4630279,0
Mississippi,The Grill House on Main,'Buffet restaurant',34.2493204,-88.99972509999999,0
Louisiana,8 Block | Kitchen & Bar,'Buffet restaurant',29.949887,-90.077422,0
Alabama,Boggy’s,'Buffet restaurant',30.4106864,-87.8186492,1
Texas,Golden Corral Buffet & Grill,'Buffet restaurant',28.8419389,-97.0001054,0
Texas,Turn of the Tide Cafe,'Buffet restaurant',28.95919,-95.356825,0
California,Souplantation,'Buffet restaurant',34.126601,-118.2638,0
Louisiana,Mi Casa Latin Restaurant & Buffett,'Buffet restaurant',32.5233905,-92.6379526,0
Louisiana,The Buffet,'Buffet restaurant',32.5173097,-93.7445337,0
Georgia,Ryan's AYCE Marketplace,'Buffet restaurant',34.2710832,-85.2310437,0
California,D1 Cafe,'Buffet restaurant',34.0601747,-118.4469567,0
Florida,Golden Corral Buffet & Grill,'Buffet restaurant',28.8219547,-81.6943893,0
Texas,Golden Corral Buffet & Grill,'Buffet restaurant',32.7637026,-96.8946216,0
Florida,Golden Corral Buffet & Grill,'Buffet restaurant',27.9822782,-81.95622379999999,0
California,Paradise Buffet,'Buffet restaurant',34.0892389,-117.688492,0
California,Souplantation,'Buffet restaurant',33.524381,-117.15939,0
North Carolina,Golden Corral Buffet & Grill,'Buffet restaurant',35.3466366,-82.43161889999999,0
New Mexico,Taos Dining Hall,'Buffet restaurant',32.282900399999995,-106.7477238,0
Texas,Golden Corral Buffet and Grill,'Buffet restaurant',33.192499999999995,-97.0983333,0
North Carolina,Nate's Country Buffet,'Buffet restaurant',34.5009619,-77.5477913,0
South Carolina,Golden Corral Buffet & Grill,'Buffet restaurant',34.8268527,-82.5345593,0
Florida,Golden Corral Buffet & Grill,'Buffet restaurant',27.9932489,-81.6880405,0
Arkansas,Golden Corral Buffet & Grill,'Buffet restaurant',36.2827733,-94.1541296,0
California,Quail Run Buffet,'Buffet restaurant',38.7034683,-122.8590087,0
California,Rancho Kitchen,'Buffet restaurant',32.7449666,-116.9341662,0
Florida,Sweet Tomatoes,'Buffet restaurant',27.958677,-82.50613,0
Florida,Mi Tierra Mexican Restaurant,'Buffet restaurant',28.0447579,-81.9895287,0
New Mexico,PANDA BUFFET,'Buffet restaurant',32.9457037,-103.3482062,0
North Carolina,Open Heart Country Kitchen & Catering,'Buffet restaurant',35.5482292,-77.0582809,0
Mississippi,The Buffet,'Buffet restaurant',30.3910334,-88.8608658,0
Texas,China Buffet,'Buffet restaurant',27.7378209,-97.4258425,0
New Mexico,Super Buffet,'Buffet restaurant',35.5338972,-108.7629612,0
Georgia,King Frazier Student Center (Dining Hall),'Buffet restaurant',32.0224016,-81.05653339999999,0
California,Fresh Grill Buffet,'Buffet restaurant',33.7211826,-116.1937292,0
Arizona,El Castillo Chino Chinese and Mexican Buffet,'Buffet restaurant',33.3933262,-112.0723475,0
California,Fresh Grill Buffet,'Buffet restaurant',33.7211826,-116.1937292,1
Alabama,The Gridiron,'Restaurant',34.6037637,-86.9852664,0
California,Kate Mantilini Restaurants,'Restaurant',34.067230599999995,-118.3898517,0
Texas,La Dolce Via Bakery & Coffee House,'Restaurant',29.8302013,-95.7205858,0
Florida,Mestizas Inc,'Restaurant',29.2571093,-81.04798679999999,0
Oklahoma,Goldie's Patio Grill,'Restaurant',36.2870342,-95.6334187,0
Georgia,Lalo's Mexican cuisine,'Restaurant',34.823715,-84.7637154,0
Alabama,Betty Mae's,'Restaurant',34.7594543,-86.64131239999999,0
Florida,Tocaya Organica Miami,'Restaurant',25.7901506,-80.1382282,0
Oklahoma,Applebee's Neighborhood Grill & Bar,'Restaurant',35.2129434,-97.4858095,0
Alabama,Lake Forest Yacht Club Restaurant,'Restaurant',30.6374768,-87.916952,0
Georgia,Odyssey 2.0 Restaurant & Lounge,'Restaurant',32.0007704,-81.1245301,0
South Carolina,Rita's Seaside Grille,'Restaurant',32.6552191,-79.94038719999999,1
California,Italia Bella,'Restaurant',34.0329383,-117.0728503,0
California,Mos 2,'Restaurant',33.7440787,-117.8508434,1
North Carolina,Juanita's Bakery and Grill,'Restaurant',35.286843,-80.908762,1
North Carolina,Las Cazuelas Mexican & American Restaurant,'Restaurant',35.3162921,-82.46059389999999,0
Louisiana,Pappy's Stowaway Cafe,'Restaurant',30.4376168,-90.4455937,0
Oklahoma,Destinations,'Restaurant',35.6956101,-96.8804858,1
California,Cha Thai Bistro,'Restaurant',37.7236224,-121.943034,1
Texas,La Palma,'Restaurant',25.8952331,-97.4733334,1
California,Inka Trails,'Restaurant',34.1074408,-117.7361474,0
South Carolina,college park grill,'Restaurant',33.0400757,-80.0964904,1
Tennessee,Park + Cherry,'Restaurant',35.106532699999995,-89.91702149999999,0
California,Denj Restaurant,'Restaurant',34.1716267,-118.5687176,1
South Carolina,Checkers,'Restaurant',33.7025863,-78.91221569999999,0
California,Olligo Grill,'Restaurant',33.8317499,-118.00449,1
California,Flame Broiler,'Restaurant',33.4972065,-117.6597685,0
Georgia,Checkers,'Restaurant',32.4383307,-81.76182299999999,0
North Carolina,J. Lights Market & Cafe,'Restaurant',35.9912527,-78.8901356,0
Oklahoma,Philly's Scratch Kitchen,'Restaurant',34.776770299999995,-96.6767832,1
Florida,UNCLE BILL'S CAFE,'Restaurant',26.0073708,-80.2737314,1
California,Juice City,'Restaurant',33.8148621,-118.0294236,0
California,Trattoria Fresco,'Restaurant',37.9606322,-122.5554952,0
Georgia,Leatherwood Fish Lodge,'Restaurant',34.4630929,-83.3455883,0
Georgia,Odyssey 2.0 Restaurant & Lounge,'Restaurant',32.0007704,-81.1245301,1
Mississippi,Taters,'Restaurant',31.2846719,-90.4685408,0
South Carolina,Rhino's Restaurant,'Restaurant',34.7063402,-81.2125562,0
California,Tortas La Mancha,'Restaurant',34.1751959,-119.1794925,0
Texas,Taqueria Juarez,'Restaurant',32.3621324,-97.3922352,0
North Carolina,Kannapolis Family Restaurant,'Restaurant',35.5067106,-80.6105757,0
Texas,Tacos Rodriguez,'Restaurant',32.5898528,-96.6789653,0
Texas,Nina's Chicken Seafood & Froyo,'Restaurant',32.7127513,-97.2573925,1
Texas,Cuatro Caminos,'Restaurant',31.5951333,-97.1132203,0
Tennessee,Tammy's Market,'Restaurant',35.6756519,-85.761265,0
Alabama,Papa Roc's,'Restaurant',32.3804537,-86.16221329999999,0
Georgia,Yet Tuh,'Restaurant',33.969671,-84.14733489999999,0
California,EL SERI MEXICAN BAR & GRILL,'Restaurant',33.9781178,-117.5229246,0
Tennessee,Back Yard Burgers,'Restaurant',35.0457683,-89.6907269,0
California,Kreate Pizza,'Restaurant',34.165130999999995,-118.280902,0
California,Cafe Mahjaic,'Restaurant',38.8002389,-120.9096056,0
Texas,TriniJam Caribbean Restaurant,'Restaurant',30.0820996,-95.4677092,0
California,The Happy Hooligans,'Vegan restaurant',37.8708121,-122.2705408,1
California,Golden Koi Buffet,'Buffet restaurant',38.7906921,-121.2785802,0
North Carolina,Szechuan Buffet,'Buffet restaurant',34.2624325,-77.8269203,0
Mississippi,Penn's Restaurants,'Buffet restaurant',32.584406,-89.99678209999999,0
Florida,China Buffet,'Buffet restaurant',30.193764,-81.743749,0
Florida,China Buffet,'Buffet restaurant',27.0340572,-82.21169619999999,0
